T,K(cr),K(L),KOH(a),KOH(b),KOH(L),K2O2(s),K2O(s),KO2(s),H2O(s),H2O(L),Electron,H,H+,H-,HO2,H2,H2+,H2-,H2O,H2O+,H2O2,H3O+,K,K+,KH,KO,KO-,KOH,KOH+,K2,K2O2H2,O,O+,O-,OH,OH+,OH-,O2,O2+,O2-,O3
16600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9988747575035417,0.0011252424405233956,1.9988747575078805,1.9956105100530086e-11,0.0,2.761721768963692e-15,1.5617274209133683e-11,6.951892590249495e-25,0.0,0.0,0.0,0.0,8.684509393319111e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.684509393319111e-300,0.0,0.0,0.0
16700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9989527982298019,0.0010472017189148784,1.9989527982336366,1.8237917886935558e-11,0.0,2.3263000038899567e-15,1.440317302202398e-11,4.813605874575239e-25,0.0,0.0,0.0,0.0,8.684678877354476e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.684678877354476e-300,0.0,0.0,0.0
16800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9990246828395002,0.0009753171134265366,1.999024682842878,1.6682477214504078e-11,0.0,1.962409674738401e-15,1.3304869309873053e-11,3.3207434885586673e-25,0.0,0.0,0.0,0.0,8.684834991915589e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.684834991915589e-300,0.0,0.0,0.0
16900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9990909513846693,0.0009090485720706718,1.999090951387632,1.527303799416808e-11,0.0,1.657814548326931e-15,1.2310213111685767e-11,2.2821443354083024e-25,0.0,0.0,0.0,0.0,8.684978909854143e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.684978909854143e-300,0.0,0.0,0.0
17000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9991520920551284,0.0008479079050708177,1.9991520920577148,1.3994708348559711e-11,0.0,1.4024550046768716e-15,1.1408441625603317e-11,1.5622099180507128e-25,0.0,0.0,0.0,0.0,8.68511169139069e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68511169139069e-300,0.0,0.0,0.0
17100,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9992085465674883,0.0007914533958506656,1.9992085465697325,1.2834230711901208e-11,0.0,1.188046089502191e-15,1.0590010272804452e-11,1.0650489624382453e-25,0.0,0.0,0.0,0.0,8.685234295818115e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.685234295818115e-300,0.0,0.0,0.0
17200,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9992607149505133,0.0007392850156789949,1.9992607149524466,1.1779790419472667e-11,0.0,1.0077524922429895e-15,9.846445637642581e-12,7.230676294213742e-26,0.0,0.0,0.0,0.0,8.685347591894224e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.685347591894224e-300,0.0,0.0,0.0
17300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9993089598053015,0.0006910401634846611,1.9993089598069524,1.0820848002975355e-11,0.0,8.559252042481112e-16,9.170217189617279e-12,4.887790128673434e-26,0.0,0.0,0.0,0.0,8.685452367093718e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.685452367093718e-300,0.0,0.0,0.0
17400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9993536100971523,0.0006463898739965864,1.9993536100985454,9.947992193272528e-12,0.0,7.278877603981241e-16,8.55462534338275e-12,3.289390569514569e-26,0.0,0.0,0.0,0.0,8.685549335843143e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.685549335843143e-300,0.0,0.0,0.0
17500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9993949645358513,0.0006050354374480967,1.9993949645370104,9.15281089089798e-12,0.0,6.197624009388621e-16,7.993703633991543e-12,2.203598285296932e-26,0.0,0.0,0.0,0.0,8.685639146861987e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.685639146861987e-300,0.0,0.0,0.0
17600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.999433294592276,0.0005667053829858819,1.9994332945932214,8.427777781946612e-12,0.0,5.283284399763136e-16,7.482133129922136e-12,1.4692921861552208e-26,0.0,0.0,0.0,0.0,8.685722389713966e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.685722389713966e-300,0.0,0.0,0.0
17700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.999468847190455,0.0005311527865976116,1.9994688471912063,7.766152741462937e-12,0.0,4.50906677425889e-16,7.015167602318602e-12,9.749608811616725e-27,0.0,0.0,0.0,0.0,8.68579960065345e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68579960065345e-300,0.0,0.0,0.0
17800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9995018471029196,0.0004981528757670402,1.9995018471034929,7.161893794973633e-12,0.0,3.852648643151823e-16,6.588567621167065e-12,6.43744945062841e-27,0.0,0.0,0.0,0.0,8.685871267827555e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.685871267827555e-300,0.0,0.0,0.0
17900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9995324991398766,0.00046750084030492474,1.9995324991402874,6.609579994826698e-12,0.0,3.2954030975476323e-16,6.1985431439137886e-12,4.2289472835394784e-27,0.0,0.0,0.0,0.0,8.685937836030463e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.685937836030463e-300,0.0,0.0,0.0
18000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9995609900358144,0.0004390099457348358,1.9995609900360771,6.104343022018707e-12,0.0,2.821763575402216e-16,5.8417027746453035e-12,2.7636720810678917e-27,0.0,0.0,0.0,0.0,8.685999710800621e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.685999710800621e-300,0.0,0.0,0.0
18100,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.999587490200875,0.0004125097819261916,1.9995874902010013,5.641806920693256e-12,0.0,2.4187019148386387e-16,5.515009277806023e-12,1.7964716711711907e-27,0.0,0.0,0.0,0.0,8.686057262224254e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686057262224254e-300,0.0,0.0,0.0
18200,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9996121552666286,0.0003878447173199086,1.999612155266631,5.218034797680015e-12,0.0,2.075298680906706e-16,5.2157404088957095e-12,1.161388427018977e-27,0.0,0.0,0.0,0.0,8.686110828292415e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686110828292415e-300,0.0,0.0,0.0
18300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9996351274782056,0.0003648725067936202,1.9996351274780932,4.829481659001348e-12,0.0,1.7823888946938752e-16,4.9414544165396595e-12,7.466229267616277e-28,0.0,0.0,0.0,0.0,8.686160717924299e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686160717924299e-300,0.0,0.0,0.0
18400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9996565369455843,0.00034346304037956207,1.9996565369453667,4.47295263013245e-12,0.0,1.5322694639718454e-16,4.68995962694482e-12,4.772381020423376e-28,0.0,0.0,0.0,0.0,8.686207213684734e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686207213684734e-300,0.0,0.0,0.0
18500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9996765027687782,0.0003234972180709952,1.9996765027684644,4.1455659181101414e-12,0.0,1.3184571944452995e-16,4.459287614254192e-12,3.032647362466477e-28,0.0,0.0,0.0,0.0,8.686250574227788e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686250574227788e-300,0.0,0.0,0.0
18600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9996951340508407,0.00030486593682226893,1.9996951340504374,3.844719940384716e-12,0.0,1.1354883259240722e-16,4.247669510931054e-12,1.9155989227489145e-28,0.0,0.0,0.0,0.0,8.686291036496734e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686291036496734e-300,0.0,0.0,0.0
18700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9997125308104835,0.0002874691779276813,1.999712530809998,3.5680641268464416e-12,0.0,9.78752217522012e-17,4.053515079312592e-12,1.2026126481929378e-28,0.0,0.0,0.0,0.0,8.686328817706047e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686328817706047e-300,0.0,0.0,0.0
18800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.999728784804967,0.00027121518413029375,1.9997287848044052,3.313472960276828e-12,0.0,8.4435315908081e-17,3.875394211724313e-12,7.502878185364643e-29,0.0,0.0,0.0,0.0,8.686364117128476e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686364117128476e-300,0.0,0.0,0.0
18900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.999743980272698,0.0002560197170314838,1.9997439802720647,3.0790228750340893e-12,0.0,7.289953843374973e-17,3.7120205700019454e-12,4.6510733276957205e-29,0.0,0.0,0.0,0.0,8.686397117707803e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686397117707803e-300,0.0,0.0,0.0
19000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9997581946038843,0.0002418053864282432,1.999758194603185,2.8629716808637755e-12,0.0,6.298872527661109e-17,3.5622371126417515e-12,2.8644657793892126e-29,0.0,0.0,0.0,0.0,8.686427987515314e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686427987515314e-300,0.0,0.0,0.0
19100,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9997714989467175,0.00022850104412938253,1.9997714989459563,2.663740219576562e-12,0.0,5.446612918154757e-17,3.4250032901352015e-12,1.752431393887886e-29,0.0,0.0,0.0,0.0,8.686456881066248e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686456881066248e-300,0.0,0.0,0.0
19200,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9997839587557205,0.0002160412356208085,1.999783958754901,2.4798959979733236e-12,0.0,4.7130738159881726e-17,3.2993837172303658e-12,1.064846217442899e-29,0.0,0.0,0.0,0.0,8.686483940510714e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686483940510714e-300,0.0,0.0,0.0
19300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9997956342881162,0.00020436570367957162,1.9997956342872416,2.3101385715616974e-12,0.0,4.08116845685325e-17,3.1845381555641385e-12,6.42573124068573e-30,0.0,0.0,0.0,0.0,8.686509296711624e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686509296711624e-300,0.0,0.0,0.0
19400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9998065810535535,0.00019341893866014757,1.9998065810526269,2.1532864804805607e-12,0.0,3.536356050533458e-17,3.0797126612558605e-12,3.850251499210766e-30,0.0,0.0,0.0,0.0,8.686533070221407e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686533070221407e-300,0.0,0.0,0.0
19500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9998168502218276,0.00018314977077196222,1.999816850220852,2.008265563191155e-12,0.0,3.0662487436238306e-17,2.9842317714518317e-12,2.2904845113031917e-30,0.0,0.0,0.0,0.0,8.686555372167475e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686555372167475e-300,0.0,0.0,0.0
19600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9998264889928135,0.00017351100014040036,1.9998264889917903,1.874098493772222e-12,0.0,2.6602814348742976e-17,2.897491619762222e-12,1.3526266477953718e-30,0.0,0.0,0.0,0.0,8.686576305055598e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686576305055598e-300,0.0,0.0,0.0
19700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.999835540932374,0.00016445906090734424,1.9998355409313051,1.7498954070842735e-12,0.0,2.309434039430538e-17,2.818953885483369e-12,7.928320400468174e-31,0.0,0.0,0.0,0.0,8.686595963499433e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686595963499433e-300,0.0,0.0,0.0
19800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9998440462775653,0.0001559537160166993,1.9998440462764522,1.6348454918724863e-12,0.0,2.0059975786652826e-17,2.7481404942942543e-12,4.611871794418788e-31,0.0,0.0,0.0,0.0,8.686614434883335e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686614434883335e-300,0.0,0.0,0.0
19900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9998520422141761,0.00014795777968283722,1.9998520422130193,1.528209445840331e-12,0.0,1.74337693826679e-17,2.68462899964149e-12,2.661986771248582e-31,0.0,0.0,0.0,0.0,8.686631799965105e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686631799965105e-300,0.0,0.0,0.0
20000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,1.9998595631292628,0.00014043686485124308,1.999859563128064,1.4293126989493587e-12,0.0,1.515924345805531e-17,2.628048584306329e-12,1.524427564566749e-31,0.0,0.0,0.0,0.0,8.686648133424438e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686648133424438e-300,0.0,0.0,0.0
