T,K(cr),K(L),KOH(a),KOH(b),KOH(L),K2O2(s),K2O(s),KO2(s),H2O(s),H2O(L),Electron,H,H+,H-,HO2,H2,H2+,H2-,H2O,H2O+,H2O2,H3O+,K,K+,KH,KO,KO-,KOH,KOH+,K2,K2O2H2,O,O+,O-,OH,OH+,OH-,O2,O2+,O2-,O3
16300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.16785254882858308,1.827754905665914,0.1679772577676563,0.0005311184222056967,0.0,0.001461929653418233,0.00040641945081307983,9.967680587414925e-09,0.0,0.0,0.0,0.0,4.7039507817788206e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7039507817788206e-300,0.0,0.0,0.0
16400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.17416837844298802,1.8215259060902085,0.17429169365113845,0.0005375425270547123,0.0,0.001408184970267867,0.000414235607117953,8.288213695509617e-09,0.0,0.0,0.0,0.0,4.7177668591184825e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7177668591184825e-300,0.0,0.0,0.0
16500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.18064544921411116,1.8151326151644527,0.18076696413962962,0.0005437957093540855,0.0,0.0013560180038398578,0.00042228763653892544,6.852703268717806e-09,0.0,0.0,0.0,0.0,4.7319291708784334e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7319291708784334e-300,0.0,0.0,0.0
16600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.18728533283049914,1.8085735522151742,0.18740461675188505,0.0005498715152694184,0.0,0.0013053808983376318,0.000430593227090977,5.6332074788067334e-09,0.0,0.0,0.0,0.0,4.746441195932068e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.746441195932068e-300,0.0,0.0,0.0
16700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.19408953677414906,1.8018472939438364,0.1942061337967346,0.0005557636306759867,0.0,0.0012562284988205958,0.00043917121172323164,4.603632799106692e-09,0.0,0.0,0.0,0.0,4.761306265356894e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761306265356894e-300,0.0,0.0,0.0
16800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.20105950094362368,1.7949524780674486,0.20117292892311303,0.0005614658914988977,0.0,0.0012085181670536227,0.00044804165186276097,3.739853242708568e-09,0.0,0.0,0.0,0.0,4.776527555319052e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.776527555319052e-300,0.0,0.0,0.0
16900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.20819659418902522,1.787887807026011,0.20830634357361555,0.0005669722940282667,0.0,0.0011622096039812263,0.00045722592921481947,3.0197768291215472e-09,0.0,0.0,0.0,0.0,4.7921080797342254e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7921080797342254e-300,0.0,0.0,0.0
17000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.21550211075690737,1.780652051749554,0.21560764333882482,0.00057227700519574,0.0,0.0011172646830075767,0.00046674684664189074,2.4233636189378043e-09,0.0,0.0,0.0,0.0,4.808050682689859e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.808050682689859e-300,0.0,0.0,0.0
17100,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.22297726666204762,1.773244055479175,0.22307801422833148,0.0005773743727505365,0.0,0.0010736472880007466,0.0004766287390686296,1.932601921969607e-09,0.0,0.0,0.0,0.0,4.824358030676609e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.824358030676609e-300,0.0,0.0,0.0
17200,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.23062319594986666,1.765662737644129,0.23071855882136255,0.0005822589354164483,0.0,0.0010313231725268316,0.0004868975953696553,1.5314490762188796e-09,0.0,0.0,0.0,0.0,4.841032604512428e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.841032604512428e-300,0.0,0.0,0.0
17300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.23844094690570097,1.7579070977928932,0.23853029235183573,0.0005869254328679016,0.0,0.0009902598127814232,0.0004975811924765476,1.205743383136641e-09,0.0,0.0,0.0,0.0,4.858076691138435e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.858076691138435e-300,0.0,0.0,0.0
17400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.24643147817394792,1.7499762195692128,0.24651413868975053,0.0005913688156071485,0.0,0.0009504262765227746,0.0005087092428981727,9.430936866410243e-10,0.0,0.0,0.0,0.0,4.8754923751552156e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8754923751552156e-300,0.0,0.0,0.0
17500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.2545956548121454,1.741869274732776,0.25467092624245474,0.0005955842546666986,0.0,0.0009117930949882977,0.0005203135571101914,7.327527752589935e-10,0.0,0.0,0.0,0.0,4.8932815301790895e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8932815301790895e-300,0.0,0.0,0.0
17600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.26293424426240813,1.7335855272137128,0.26300138375669707,0.0005995671511638844,0.0,0.000874332151177124,0.0005324282223552351,5.654802538337494e-10,0.0,0.0,0.0,0.0,4.911445809947742e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.911445809947742e-300,0.0,0.0,0.0
17700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.27144791229302623,1.7251243371997138,0.27150613607229596,0.0006033131455742334,0.0,0.000838016557903285,0.0005450897997046776,4.3340013825379104e-10,0.0,0.0,0.0,0.0,4.929986639343617e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.929986639343617e-300,0.0,0.0,0.0
17800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.28013721885692944,1.7164851652418942,0.28018569977236296,0.0006068181268353703,0.0,0.0008028205581373992,0.0005583375412591331,3.2985735340150525e-10,0.0,0.0,0.0,0.0,4.948905205144613e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.948905205144613e-300,0.0,0.0,0.0
17900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.2890026139186589,1.7076675763734772,0.289040478779304,0.0006100782411515371,0.0,0.0007687194237730955,0.0005722136297834744,2.492770619001676e-10,0.0,0.0,0.0,0.0,4.9682024466611075e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9682024466611075e-300,0.0,0.0,0.0
18000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.2980444332415422,1.6986712442314684,0.2980707598858423,0.0006130899005102169,0.0,0.0007356893606197906,0.0005867634432398653,1.8702971671604095e-10,0.0,0.0,0.0,0.0,4.987879046218924e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.987879046218924e-300,0.0,0.0,0.0
18100,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.3072628941459254,1.6894959551794326,0.3072767082290887,0.0006158497908758536,0.0,0.0007037074137807022,0.0006020358470165297,1.3930407646841224e-10,0.0,0.0,0.0,0.0,5.007935419518451e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.007935419518451e-300,0.0,0.0,0.0
18200,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.31665809124608524,1.6801416123439274,0.3166583627121184,0.0006183548800326477,0.0,0.000672751411781542,0.0006180835169893892,1.0298982394231198e-10,0.0,0.0,0.0,0.0,5.028371705796307e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.028371705796307e-300,0.0,0.0,0.0
18300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.32622999220349025,1.6706082397272826,0.3262156314070325,0.0006206024250309517,0.0,0.0006427998474964339,0.000634963297059517,7.557081184520683e-11,0.0,0.0,0.0,0.0,5.049187758084908e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.049187758084908e-300,0.0,0.0,0.0
18400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.3359784334363984,1.6608959861811508,0.3359482868757883,0.0006225899792470827,0.0,0.0006138318317907085,0.0006527365948865426,5.502939917563948e-11,0.0,0.0,0.0,0.0,5.0703831331362717e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0703831331362717e-300,0.0,0.0,0.0
18500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.3459031158987201,1.6510051293254264,0.34585596151675035,0.0006243153989703359,0.0,0.0005858270187626339,0.0006714698207019902,3.976194555995753e-11,0.0,0.0,0.0,0.0,5.09195708146437e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09195708146437e-300,0.0,0.0,0.0
18600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.35600360086432215,1.640936079392341,0.3559381428683588,0.0006257768495282106,0.0,0.0005587655421840276,0.0006912348739968061,2.8505164256410613e-11,0.0,0.0,0.0,0.0,5.1139085372709795e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1139085372709795e-300,0.0,0.0,0.0
18700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.3662793057632303,1.630689382956709,0.36619416891044587,0.0006269728109015058,0.0,0.0005326279565403945,0.0007121096839586934,2.02727687333702e-11,0.0,0.0,0.0,0.0,5.136236108357496e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.136236108357496e-300,0.0,0.0,0.0
18800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.37672950007958306,1.6202657265362854,0.37662322336653276,0.0006279020828006994,0.0,0.0005073951825363559,0.0007341788101526583,1.4301656726167143e-11,0.0,0.0,0.0,0.0,5.1589380660303074e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1589380660303074e-300,0.0,0.0,0.0
18900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.3873533013266716,1.6096659400398277,0.38722433101502585,0.00062856378917308,0.0,0.0004830484569542714,0.0007575341108256928,1.0006753654653522e-11,0.0,0.0,0.0,0.0,5.182012335017242e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.182012335017242e-300,0.0,0.0,0.0
19000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.398149671121321,1.5988910000250964,0.3979963530231376,0.0006289573821052207,0.0,0.00045956929045416956,0.000782275487232239,6.943574495903102e-12,0.0,0.0,0.0,0.0,5.205456483417401e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.205456483417401e-300,0.0,0.0,0.0
19100,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.4091174113526691,1.5879420328139402,0.4089379822891361,0.0006290826451074538,0.0,0.00043693940751315426,0.0008085117134179123,4.777548547912222e-12,0.0,0.0,0.0,0.0,5.2292677127091865e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2292677127091865e-300,0.0,0.0,0.0
19200,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.42025516049985606,1.5768203172464466,0.42004773883639945,0.0006289396957210876,0.0,0.0004151407448204315,0.0008363613624367876,3.2591773598802806e-12,0.0,0.0,0.0,0.0,5.2534428477453e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2534428477453e-300,0.0,0.0,0.0
19300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.4315613901062955,1.5655272873061736,0.4313239652547126,0.0006285289874285153,0.0,0.00039415538222265927,0.0008659538412155429,2.20414494588488e-12,0.0,0.0,0.0,0.0,5.277978326998375e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.277978326998375e-300,0.0,0.0,0.0
19400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.4430344013710954,1.5540645343951085,0.4427648221354081,0.0006278513108793143,0.0,0.0003739655295797205,0.0008974305480442668,1.4775753081404457e-12,0.0,0.0,0.0,0.0,5.302870192673223e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.302870192673223e-300,0.0,0.0,0.0
19500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.45467232196904267,1.5424338092746535,0.4543682835954356,0.0006269077943354135,0.0,0.00035455349768203324,0.0009309461689243009,9.81712049708176e-13,0.0,0.0,0.0,0.0,5.328114081048544e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.328114081048544e-300,0.0,0.0,0.0
19600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.4664731030642856,1.5306370236447173,0.46613213283728616,0.0006256999033459171,0.0,0.0003359016754870688,0.000966670130991731,6.463846000858987e-13,0.0,0.0,0.0,0.0,5.353705212884405e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.353705212884405e-300,0.0,0.0,0.0
19700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.4784345165086593,1.5186762513484615,0.4780539577148565,0.0006242294396519941,0.0,0.00031799251401735246,0.0010047882338764394,4.217132843974229e-13,0.0,0.0,0.0,0.0,5.379638383829875e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.379638383829875e-300,0.0,0.0,0.0
19800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.49055415232310234,1.5065537291183377,0.4901311463793127,0.0006224985392260239,0.0,0.0003008084978012602,0.0010455044832882775,2.7258982945863326e-13,0.0,0.0,0.0,0.0,5.4059079550332485e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4059079550332485e-300,0.0,0.0,0.0
19900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.5028294164101504,1.4942718567931212,0.5023608829257071,0.0006205096694378936,0.0,0.00028433215143660874,0.0010890431540557712,1.7454782022223563e-13,0.0,0.0,0.0,0.0,5.432507843679583e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.432507843679583e-300,0.0,0.0,0.0
20000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.5152575284473689,1.4818331971409906,0.5147401429584444,0.000618265625646524,0.0,0.0002685460224670973,0.0011356511146813882,1.1070765307802471e-13,0.0,0.0,0.0,0.0,5.4594315134046404e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4594315134046404e-300,0.0,0.0,0.0
